2003336	136540	1
2002418	451009	1
2003423	16301	1
2001822	390365	1
2002088	510373	1
2000239	384447	1
2000580	376456	1
2002470	547534	1
2003255	494023	1
2002682	253046	1
2003359	457531	1
2001737	442196	1
2002585	178081	1
2001519	291686	1
2003289	457343	1
2000511	98716	1
2003754	325218	1
2002754	63866	1
2002223	485855	1
2002902	583646	1
2000709	521635	1
2001635	157215	1
2001011	393748	1
2003047	435160	1
2000145	571016	1
2002075	251474	1
2003705	217476	1
2003230	131676	1
2003421	474159	1
2001901	574187	1
2001611	127894	1
2003128	140028	1
2001513	123719	1
2001043	72221	1
2001023	598419	1
2000909	410565	1
2003202	442710	1
2002504	395470	1
2001831	157751	1
2002197	240494	1
2001850	454988	1
2000475	259517	1
2003435	298623	1
2003607	341034	1
2002133	66603	1
2003756	379530	1
2000808	529954	1
2001392	68684	1
2002008	96083	1
2001113	16392	1
2001907	271127	1
2003106	274169	1
2001378	211456	1
2003029	313565	1
2001792	238838	1
2003286	504867	1
2001189	148030	1
2002538	545999	1
2001824	2943	1
2003251	427290	1
2001356	582379	1
2001443	174771	1
2000687	329246	1
2003491	162456	1
2001919	363430	1
2003346	35066	1
2003442	210749	1
2002241	114882	1
2001325	113660	1
2003513	32345	1
2001466	159086	1
2003556	29359	1
2003509	282375	1
2002720	307092	1
2001955	446399	1
2001638	225493	1
2003460	353490	1
2003706	294738	1
2002675	417555	1
2003191	415419	1
2003685	584231	1
2000453	146003	1
2003033	2810	1
2003711	106106	1
2001180	559762	1
2000482	439513	1
2001122	386033	1
2001770	333278	1
2001367	13483	1
2003598	339	1
2002005	540834	1
2001738	126521	1
2001136	594788	1
2002709	290340	1
2002421	81344	1
2000787	411258	1
2001485	210265	1
2003565	556698	1
2000020	94957	1
2000308	376258	1
2003649	464872	1
2002809	346048	1
2000302	488732	1
2003367	138855	1
2000403	115334	1
2001280	314423	1
2000685	443266	1
2000149	68081	1
2002202	229143	1
2002285	390052	1
2002739	255881	1
2000883	13465	1
2001429	215780	1
2001747	324948	1
2001782	372274	1
2000697	116625	1
2000094	62967	1
2000320	506683	1
2002993	418384	1
2001155	588219	1
2000874	138178	1
2002243	410293	1
2001158	572242	1
2001509	302560	1
2003664	447521	1
2001602	245931	1
2002708	81436	1
2000758	71429	1
2000436	396780	1
2002079	210491	1
2001974	317197	1
2002081	255799	1
2003218	542799	1
2001510	445030	1
2000213	281329	1
2003659	566171	1
2001712	73374	1
2002818	95862	1
2003018	235082	1
2000178	415629	1
2002231	572393	1
2002107	8209	1
2000176	565614	1
2001339	113632	1
2001804	243576	1
2002479	491355	1
2000522	396670	1
2002103	77349	1
2002700	325978	1
2001094	106374	1
2000504	304941	1
2002815	94497	1
2002116	315630	1
2001612	377314	1
2000783	271005	1
2000925	293013	1
2003432	311409	1
2003040	251963	1
2000626	278653	1
2002102	193731	1
2003211	332627	1
2000904	17943	1
2002436	230459	1
2001228	248818	1
2001460	241930	1
2003126	409535	1
2000281	264904	1
2000727	442966	1
2002473	129724	1
2000256	304046	1
2003516	104882	1
2002610	577616	1
2000657	387780	1
2001005	25733	1
2000081	101341	1
2003245	556610	1
2002156	545177	1
2000995	334193	1
2003501	598939	1
2000661	357771	1
2000026	115706	1
2000627	475258	1
2001552	357419	1
2003733	241704	1
2003574	174321	1
2003459	496526	1
2003083	364567	1
2002412	15537	1
2003032	241242	1
2003637	365293	1
2002894	410833	1
2000207	431970	1
2002240	30391	1
2000670	246191	1
2002861	161221	1
2000342	260781	1
2000935	77781	1
2003557	162278	1
2003332	522462	1
2000825	470251	1
2001545	305963	1
2003187	256818	1
2001781	4783	1
2003631	307397	1
2003752	143088	1
2001283	73012	1
2002228	534810	1
2001778	179737	1
2003210	532346	1
2001302	132985	1
2002366	555051	1
2003479	388144	1
2002147	192990	1
2002930	484016	1
2002242	270567	1
2002897	333113	1
2003368	43349	1
2002845	453668	1
2001331	337674	1
2002784	23609	1
2002043	526410	1
2002420	529543	1
2002135	344780	1
2001095	571567	1
2001829	265484	1
2003223	176262	1
2001976	437299	1
2001895	502242	1
2002648	56424	1
2002819	160551	1
2002816	487255	1
2002070	112223	1
2000743	405957	1
2002655	398536	1
2003154	456960	1
2001643	296916	1
2001945	372201	1
2000913	166756	1
2003248	445341	1
2003236	375444	1
2001336	252475	1
2001355	194637	1
2000064	150332	1
2003662	320099	1
2002049	508706	1
2003152	563033	1
2001576	248965	1
2001081	363097	1
2002554	427114	1
2003672	581645	1
2002480	26011	1
2000027	323310	1
2002322	16456	1
2003630	255627	1
2001199	198315	1
2001167	558623	1
2001259	400247	1
2000565	343674	1
2000617	297505	1
2000836	150477	1
2003541	233592	1
2001773	477372	1
2002210	16585	1
2002572	424717	1
2002623	147220	1
2003399	242052	1
2000832	443689	1
2001910	197153	1
2001314	411558	1
2003319	269585	1
2000939	149188	1
2003190	422218	1
2001290	234632	1
2001710	265123	1
2000383	218385	1
2003089	100599	1
2003461	521540	1
2003777	274043	1
2001549	560301	1
2003608	475580	1
2000190	504658	1
2002212	248252	1
2001058	112786	1
2001569	525371	1
2000833	591992	1
